quant_saved,female,highschool_completed,rem_any,wealthy,age
57.676,0,1,1,0,31.013699
86.514,1,0,1,0,18.572603
0,1,0,1,0,38.353424
36.0475,1,1,0,0,51.980824
24.5123,1,0,1,0,54.375343
230.704,0,1,1,0,28.778082
86.514,1,0,1,0,34.950684
173.028,1,0,1,0,25.961643
0,1,1,0,0,20.876713
27.3961,1,0,1,0,46.358906
96.6073,1,0,0,0,25.342466
184.5632,1,0,0,0,22.008219
79.3045,0,0,0,0,42.868492
100.933,1,1,1,0,33.717808
5.7676,0,0,0,0,23.676712
273.961,1,0,0,0,27.369864
0,1,0,0,0,58.942467
0,1,1,1,0,33.345207
43.257,1,0,0,0,19.547945
57.676,1,0,1,0,38.046574
129.771,1,1,1,0,24.120548
25.9542,1,0,1,0,43.780823
36.0475,1,0,0,0,57.8
109.5844,1,0,1,0,24.021917
43.257,0,0,0,0,36.172604
21.6285,0,1,0,0,31.767124
0,1,0,1,0,33.564384
20.1866,1,0,0,0,20.29863
9.37235,0,1,1,0,23.084932
1378.961065,0,0,1,0,34.419178
11.5352,1,0,0,0,70.010956
50.4665,1,1,1,0,23.772602
173.028,1,1,0,0,23.128767
80.02545,1,0,1,0,24.438356
12.9771,0,0,0,0,28.4
173.0424199,0,0,1,0,27.539726
36.0475,0,1,0,0,20.545206
43.257,0,0,1,0,56.827396
0,1,1,1,0,22.40274
432.57,0,1,1,0,27.60548
43.257,0,1,1,0,34.92603
1052.587,0,1,1,0,25.419178
12.9771,0,0,0,0,49.030136
25.9542,1,1,1,0,35.60548
15.8609,1,0,1,0,29.19452
105.2587,0,0,1,0,28.958904
112.4682,1,1,1,0,20.389042
21.6285,0,1,1,0,40.260273
0,1,1,0,0,32.72603
216.285,1,0,1,0,21.178082
0,0,1,1,0,39.939728
18.7447,0,1,1,0,36.28767
100.933,1,0,0,0,32.550686
0,1,0,0,0,31.235617
15.8609,1,1,0,0,29.10137
302.799,0,0,0,0,20.150684
0,0,0,0,0,34.038357
28.838,0,1,0,0,52.526028
0,1,1,0,0,28.287672
86.514,0,0,0,0,62.980824
50.48091878,1,0,1,0,29.632877
0,1,1,0,0,48.30959
63.4436,1,1,1,0,21.68493
0,0,0,1,0,25.80274
86.514,1,0,1,0,31.172604
0,0,1,0,0,33.01096
14.419,1,1,0,0,20.580822
8.6514,0,1,0,0,37.865753
17.3028,0,0,1,0,22.367123
0,0,0,1,0,19.364384
129.771,1,1,0,0,19.60822
4.3257,0,0,0,0,48.969864
0,0,0,1,0,27.257534
15.8609,1,0,1,0,19.463015
64.8855,0,0,1,0,29.972603
0,0,0,1,0,58.10411
0,0,0,1,0,33.0137
86.514,0,0,0,0,57.47671
0,1,1,1,0,27.441095
17.3028,1,0,1,0,62.558903
0,1,0,0,0,39.375343
21.6285,1,1,1,0,32.553425
0,1,1,0,0,25.69589
8.6514,0,1,1,0,40.542465
43.257,1,0,0,0,20.90959
0,1,1,1,0,28.871233
692.112,1,0,1,0,36.624657
749.788,1,1,1,0,29.745205
0,0,0,0,0,26.013699
86.514,0,0,0,0,20.273973
36.0475,1,1,1,0,40.91507
0,1,1,1,0,28.4
43.257,1,1,1,0,35.98904
138.4224,0,0,0,0,29.134247
47.5827,1,0,0,0,36.79726
100.933,1,1,1,0,49.172604
50.4665,0,1,0,0,56.813698
0,1,0,1,0,28.01096
14.419,0,0,1,0,26.421917
100.933,1,0,0,0,30.789042
0,1,0,1,0,36.156166
173.028,1,1,1,0,33.032875
50.4665,1,1,1,0,35.49589
302.799,0,1,1,0,32.972603
28.838,1,1,0,0,25.991781
100.933,1,0,0,0,43.857533
93.7235,1,0,0,0,35.454796
77.8626,1,1,0,0,21.939726
57.676,1,1,0,0,30.147945
43.257,0,1,1,0,39.745205
144.19,0,1,0,0,23.824657
144.19,1,0,0,0,27.48767
144.19,1,1,0,0,22.668493
259.542,1,0,0,0,26.071234
0,0,0,1,0,39.31233
86.514,1,1,1,0,49.345207
28.838,0,0,0,0,60.761642
2.8838,1,1,1,0,37
73.5369,0,1,0,0,30.630136
43.257,1,0,0,0,50.624657
17.3028,0,1,0,0,40.09315
21.6285,1,1,0,0,17.942465
0,0,0,1,0,24
0,0,0,0,0,32.71507
216.285,1,1,0,0,34.967125
0,0,1,1,0,33.580822
432.57,1,1,0,0,37.471233
100.933,1,1,1,0,24.865753
24.5123,1,1,1,0,37.139725
519.084,0,1,1,0,31.021917
0,0,1,1,0,42.126026
28.838,0,0,1,0,29.183561
40.3732,1,0,0,0,37.29041
43.257,1,0,0,0,58.40822
173.028,1,0,0,0,26.041096
0,0,0,0,0,36.175343
15.13995,0,0,0,0,26.70685
72.095,0,1,1,0,32.090412
0,0,0,0,0,25.39452
28.838,1,0,0,0,27.610958
648.855,1,0,1,0,45.07397
129.771,1,0,0,0,44.271233
0,1,0,0,0,30.287672
108.1425,1,0,0,0,38.452053
76.4207,1,0,0,0,28.986301
57.676,0,1,1,0,20.156164
86.514,1,0,1,0,22.882193
158.609,0,0,0,0,26.630136
0,1,0,0,0,38.372604
0,0,1,1,0,18.739725
144.19,0,0,1,0,64.95068
173.028,0,0,1,0,46.01096
764.207,1,0,1,0,36.865753
0,1,1,1,0,26.342466
108.1425,0,0,0,0,27.473972
25.23325,0,1,1,0,24.621918
0,1,1,0,0,49.545204
0,1,0,1,0,31.578083
144.19,0,0,0,0,35.39452
158.609,0,0,1,0,23.953424
187.447,1,1,0,0,34.39452
353.2655,0,0,0,0,32.158905
100.933,1,1,0,0,31.679453
4.743850945,0,1,0,0,26.153425
100.933,0,0,0,0,24.99452
43.257,0,1,0,0,67.25479
0,1,1,0,0,44.175343
0,0,1,0,0,21.627398
7.2095,0,1,0,0,26.39178
43.257,0,0,1,0,20.123287
47.44571994,0,1,0,0,25.857534
14.419,0,0,0,0,32.339725
0,0,1,0,0,41.18082
43.257,1,0,1,0,20.156164
10.0933,1,0,0,0,23.660275
43.257,1,1,1,0,34.10685
144.19,0,0,0,0,27.11233
259.542,0,0,1,0,42.18082
0,1,0,1,0,20.39178
17.3028,0,1,0,0,26.69041
0,0,0,1,0,53.575344
10.0933,1,0,1,0,33.21644
0,1,0,0,0,25.619179
129.771,1,0,0,0,39.854794
72.095,1,1,0,0,34.767124
12.9771,0,1,0,0,58.449314
74.9788,0,0,1,0,55.70685
43.257,0,1,1,0,20.569862
17.3028,0,0,0,0,24.369864
70.6531,1,1,0,0,54.353424
0,1,1,1,0,43.386303
25.9542,1,0,1,0,22.882193
51.9084,1,1,1,0,60.950684
23.79135,0,1,1,0,29.438356
148.5157,1,1,0,0,25.430138
4.3257,1,1,1,0,40.47945
25.9542,0,1,0,0,34.589043
123.28245,0,0,1,0,20.761644
100.933,1,0,1,0,21.035616
201.866,1,0,0,0,25.39178
51.9084,1,0,0,0,29.093151
1.4419,0,1,0,0,24.69589
11.5352,0,1,0,0,40.221916
3.60475,0,1,1,0,67.60548
0,0,0,0,0,46.99178
0,1,1,0,0,21.958904
21.6285,0,0,0,0,53.59452
28.838,1,0,0,0,25.69041
6.48855,1,0,1,0,29.69863
0,0,1,1,0,40.78904
100.933,1,0,0,0,49.553425
0,1,0,1,0,37.761642
230.704,1,0,0,0,25.087671
0,1,0,1,0,30.328768
0,0,0,1,0,25.8
0,1,0,0,0,58.671234
96.6073,1,0,1,0,47.920547
0,1,0,1,0,21.7863
119.6777,1,0,1,0,35.72603
43.257,1,1,1,0,40.068493
53.3503,1,1,1,0,37.72603
0,1,0,0,0,17.958904
28.838,1,0,1,0,40.9863
201.866,0,0,1,0,30.942465
0,1,1,0,0,31.80274
511.8745,0,0,1,0,31.531507
37.4894,1,0,1,0,42.90685
44.6989,0,1,0,0,64.37534
62.0017,0,1,0,0,20.276712
5.7676,1,0,1,0,76.39452
0,1,1,0,0,24.945206
165.313835,1,0,1,0,19.58904
32.26972244,0,0,1,0,39.27397
122.5615,0,1,1,0,28.652056
115.352,1,1,1,0,27.227398
50.4665,0,1,0,0,23.109589
21.6285,1,0,0,0,32.038357
14.419,1,0,1,0,20.358904
8.6514,0,1,0,0,37.254795
0,1,1,0,0,59.282192
50.4665,1,0,0,0,47.632877
245.123,0,0,0,0,31.39726
129.771,1,0,1,0,26.863014
0,1,0,1,0,32.791782
8.6514,1,0,1,0,25.471233
57.676,0,0,1,0,29.060274
43.257,0,1,1,0,30.073973
302.799,1,1,1,0,23.287672
86.514,1,0,0,0,48.89589
0,0,0,1,0,20.591782
10.81425,0,0,0,0,21.756165
5.7676,1,1,1,0,29.613699
43.257,1,0,0,0,27.824657
173.028,0,0,1,0,42.016438
24.22392,1,0,0,0,23.958904
288.38,0,0,1,0,27.49315
50.4665,1,0,0,0,60.4274
43.257,1,0,0,0,33.208218
405.1739,1,1,1,0,44.221916
0,1,1,0,0,34.542465
86.514,1,0,0,0,25.40548
0,1,1,0,0,23.742466
64.8855,0,0,1,0,30.660275
173.028,1,1,0,0,36.10137
108.1425,1,1,0,0,35.035618
50.4665,1,0,0,0,35.221916
259.542,0,1,1,0,20.79726
10.20865203,1,0,1,0,40.326027
0,0,0,0,0,35.271233
173.028,1,0,1,0,16.70685
72.095,1,0,0,0,31.438356
0,1,1,1,0,27.712328
7.23833811,0,1,1,0,30.09589
0,1,1,1,0,36.613697
80.02545,1,0,1,0,22.142466
0,1,0,0,0,55.49315
0,1,1,0,0,28.378082
93.7235,1,0,0,0,37.482193
144.19,0,0,0,0,35.59452
11.5352,1,1,1,0,25.654795
0,0,1,0,0,33.158905
69.2112,0,0,0,0,26.975342
43.257,1,1,1,0,55.005478
360.475,0,0,1,0,31.550686
0,0,0,0,0,26.531507
41.8151,1,1,0,0,37.863014
86.514,0,1,1,0,46.846577
0,0,1,0,0,44.589043
605.598,1,0,0,0,29.950686
115.352,1,0,1,0,43.147945
57.676,1,0,0,0,32.964382
72.095,0,0,1,0,66.57534
0,1,0,1,0,21.693151
1.4419,0,1,0,0,21.572603
432.57,1,1,1,0,38.78904
77.8626,0,1,1,0,32.59178
0,0,0,0,0,30.167124
59.1179,1,0,0,0,46.30685
86.514,1,0,1,0,33.931507
8.6514,1,0,0,0,17.997261
20.1866,1,1,0,0,47.361645
0,1,0,1,0,42.654793
10.0933,1,0,0,0,52.846577
100.933,1,1,0,0,33.257534
14.419,1,0,0,0,37.580822
591.179,0,1,1,0,26.041096
17.3028,1,1,1,0,38.243835
14.419,1,1,0,0,39.860275
8.6514,1,1,0,0,65.76164
0,1,1,1,0,21.09589
21.6285,1,0,0,0,46.70959
72.095,0,0,0,0,53.452053
136.9805,0,0,1,0,33.972603
43.257,0,0,0,0,61.147945
43.257,1,0,0,0,29.145205
28.838,1,0,0,0,39.038357
0,0,1,0,0,37.97534
44.6989,0,1,0,0,18.567123
0,0,0,1,0,27.726027
72.095,0,0,0,0,34.052055
100.933,0,0,1,0,35.88219
8.6514,0,1,0,0,29.717808
360.475,1,1,0,0,27.134247
504.665,1,1,0,0,34.80548
28.838,0,0,1,0,26.767124
475.827,0,0,1,0,26.063013
17.3028,1,0,1,0,40.473972
86.514,1,0,1,0,23.991781
33.1637,1,1,1,0,25.663013
86.514,0,1,0,0,27.071234
36.0475,0,0,1,0,32.961643
87.9559,1,1,1,0,26.452055
5.7676,1,1,1,0,30.8
36.0475,1,1,1,0,29.621918
115.352,1,0,1,0,44.87945
4.3257,1,0,0,0,28.98904
0,1,1,0,0,43.70137
115.352,1,1,1,0,27.284931
0,1,1,0,0,27.884932
132.6548,0,1,1,0,57.742466
93.7235,0,0,0,0,30.79726
51.9084,1,0,1,0,22.961643
144.19,1,1,0,0,26.783562
0,0,1,0,0,29.224657
25.08906,1,0,1,0,22.008219
79.3045,0,0,1,0,49.438354
0,0,0,1,0,42.6
144.19,0,0,0,0,41.183563
0,1,0,1,0,50.61096
86.514,1,1,0,0,25.687672
10.0933,0,0,1,0,40.02192
36.0475,0,1,0,0,32.99178
432.57,0,1,1,0,30.20274
0,1,0,1,0,35.235615
0,1,0,0,0,28.79726
0,0,1,1,0,46.02466
64.8855,1,0,1,0,20.361645
51.9084,0,0,0,0,19.665754
129.771,0,0,0,0,31.917809
11.5352,1,0,1,0,76.671234
0,1,0,1,0,29.69041
23.79135,0,0,0,0,27.613699
0,0,1,1,0,53.945206
1.4419,0,0,1,0,39.580822
50.4665,0,1,1,0,22.547945
93.7235,1,0,1,0,32.186302
28.838,1,0,0,0,31.430138
30.2799,0,0,1,0,21.723288
173.028,0,1,0,0,57.183563
173.028,0,0,1,0,24.550686
173.028,0,0,1,0,59.169865
57.676,1,0,1,0,26.265753
173.028,0,0,0,0,56.824657
11.5352,0,1,0,0,42.164383
72.095,1,0,0,0,30.945206
86.514,0,0,1,0,21.145205
4.3257,0,0,0,0,30.98904
0,1,0,0,0,31.736986
129.771,1,0,0,0,54.575344
0,1,0,0,0,22.687672
102.3749,1,1,0,0,41.164383
5.7676,1,0,1,0,33.372604
115.352,1,0,1,0,44.39726
64.8855,0,0,1,0,30.4
250.8906,0,0,0,0,23.153425
100.933,1,0,0,0,26.008219
86.514,0,0,0,0,53.158905
24.5123,1,0,0,0,27.60548
0,1,0,0,0,30.147945
149.9576,0,1,1,0,45.50685
14.419,1,0,1,0,55.643837
20.1866,0,1,0,0,35.80274
0,1,0,0,0,31.912329
53.3503,0,0,0,0,28.59452
43.257,1,0,1,0,61.816437
0,1,1,1,0,25.312328
0,1,0,0,0,47.58356
20.1866,0,0,0,0,22.682192
86.514,1,0,1,0,22.126028
43.257,0,0,1,0,29
122.5615,1,0,0,0,21.780823
37.4894,1,0,0,0,21.147945
288.38,1,0,0,0,31.509588
100.933,1,1,1,0,39.076714
209.0755,0,1,1,0,19.520548
98.0492,1,1,1,0,41.909588
216.285,1,0,1,0,34.29315
60.5598,0,0,0,0,52.51233
317.218,1,0,1,0,49.887672
432.57,1,0,1,0,34.18904
173.028,1,0,1,0,67.76986
18.02375,1,0,1,0,37.424656
0,1,1,0,0,50.556164
36.76845,1,0,0,0,38.79726
5.7676,0,0,0,0,30.50137
0,1,0,1,0,47.29315
129.771,1,0,1,0,28.189041
14.419,1,0,1,0,54.28493
7.93045,1,0,0,0,13.734246
86.514,1,0,1,0,64.1863
119.6777,1,0,0,0,25.734247
432.57,1,0,0,0,33.646576
38.9313,1,0,1,0,34.99178
50.4665,0,0,0,0,25.939726
43.257,1,0,1,0,30.260275
129.771,0,0,1,0,57.846577
86.514,1,0,1,0,25.950686
2.8838,0,0,0,0,26.523287
0,0,1,0,0,57.09589
72.095,1,1,1,0,30.720549
0,1,0,1,0,35.147945
100.933,0,0,0,0,37.424656
0,1,0,1,0,21.249315
144.19,1,0,1,0,68.246574
36.0475,1,0,1,0,31.961643
216.285,1,0,1,0,22.227398
86.514,0,0,1,0,41.5726
36.0475,0,0,0,0,55.841095
0,1,1,0,0,38.60548
86.514,1,0,1,0,25.657534
111.0263,1,1,0,0,32.18082
86.514,1,0,0,0,31.136986
239.3554,1,0,0,0,38.186302
0,1,0,1,0,53.736988
72.095,1,1,1,0,33.567123
20.1866,0,0,0,0,22.180822
86.514,1,0,0,0,58.065754
14.419,1,0,1,0,41.717808
0,1,0,1,0,30.764383
43.257,1,0,1,0,31.723288
259.542,0,0,0,0,18.457535
100.933,0,0,0,0,57.80548
86.514,1,0,0,0,30.558905
0,0,1,1,0,52.547947
230.704,1,1,0,0,52.69041
23.0704,1,0,0,0,46.931507
8.6514,1,0,1,0,29.98904
86.514,1,0,0,0,41.39178
23.27226622,1,0,1,0,45.20548
302.799,0,0,1,0,59.923286
43.257,0,0,0,0,30.408218
115.352,1,0,0,0,30.413698
245.123,0,0,1,0,37.47945
17.3028,1,0,0,0,35.28767
865.14,0,1,1,0,43.923286
432.57,1,0,1,0,28.961643
57.676,0,1,0,0,25.257534
60.5598,0,0,1,0,29.476713
259.542,0,0,1,0,22.008219
8.79559,1,1,0,0,29.452055
259.542,0,0,1,0,41.92603
0,0,0,1,0,17.967123
0,1,0,0,0,35.484932
57.676,0,0,0,0,26.435616
173.028,0,0,1,0,65.90685
0,0,0,0,0,25.145205
19.46565,1,0,0,0,47.10685
317.218,1,0,1,0,24.353424
8.6514,1,0,1,0,55.235615
61.28075,0,1,1,0,23.430138
216.285,0,0,0,0,45.79726
0,1,1,0,0,23.328768
10.0933,0,0,1,0,53.52329
86.514,1,0,0,0,48.60822
86.514,1,0,1,0,35.20274
259.542,0,0,1,0,38.91233
86.514,1,0,1,0,50.32055
17.3028,1,0,0,0,33.5726
216.285,0,0,0,0,30.783562
86.514,1,0,1,0,21.90411
44.6989,1,1,1,0,27.131506
43.97795,0,0,1,0,28.547945
108.1425,1,0,0,0,46.005478
173.028,1,0,1,0,27.528767
0,1,0,0,0,23.035616
108.1425,0,0,1,0,12.134247
43.257,1,0,1,0,51.249313
43.257,1,1,0,0,18.29863
865.14,0,0,1,0,35.97534
108.1425,0,0,0,0,21.380821
43.257,0,1,1,0,32.849316
15.8609,1,0,1,0,40.18082
115.352,1,0,1,0,30.224657
57.676,0,0,1,0,30.923288
173.028,0,1,1,0,44.057533
0,1,0,1,0,35.769863
302.799,1,0,0,0,42.10411
2.8838,1,0,0,0,30.528767
129.771,0,1,0,0,32.654793
223.4945,1,0,0,0,18.70411
28.838,1,0,0,0,27.468493
93.7235,1,0,0,0,19.257534
2.8838,1,0,1,0,46.70685
57.676,0,0,0,0,55.51233
115.352,0,0,0,0,59.51233
281.1705,0,0,0,0,62.934246
115.352,0,1,1,0,34.271233
115.352,1,0,1,0,22.008219
21.6285,0,0,1,0,72.48493
288.38,0,0,0,0,66.53699
8.6514,0,0,1,0,38.22466
37.4894,0,0,1,0,9.9835615
0,1,0,0,0,36.972603
64.8855,0,0,1,0,33.430138
43.257,1,1,1,0,56.31233
0,1,0,1,0,35.958904
54.07125,0,0,1,0,23.002739
692.112,0,0,0,0,23.682192
0,1,0,0,0,28.731506
0,1,0,1,0,30.68493
201.866,1,1,1,0,42.70411
0,0,0,1,0,27.268494
118.2358,1,0,1,0,27.967123
122.5615,0,0,1,0,23.619179
38.9313,0,0,1,0,34.68767
86.514,1,0,1,0,31.271233
86.514,1,0,0,0,23.550686
89.3978,1,1,0,0,20.246574
5.7676,1,1,1,0,49.361645
57.676,1,0,1,0,21.997261
158.609,1,0,0,0,14.476712
490.246,1,0,0,0,32.358906
0,1,1,0,0,28.865753
86.514,0,1,1,0,39.468494
519.084,1,0,1,0,45.769863
1139.101,1,0,1,0,21.336987
288.38,1,0,0,0,27.50137
173.028,1,0,0,0,22.564384
57.676,0,1,0,0,17.813698
57.676,1,0,0,0,26.950686
0,1,1,0,0,23
0,1,0,0,0,34.654793
0,1,0,1,0,70.6411
230.41562,1,1,0,0,19.712328
86.514,1,0,1,0,25.852055
95.1654,0,0,0,0,45.123287
82.1883,0,1,1,0,40.83288
10.0933,0,0,0,0,36.9863
2.8838,0,0,1,0,51.764385
605.598,1,1,1,0,34.32055
0,0,0,1,0,30.761644
0,1,0,0,0,27.2137
43.257,1,0,1,0,47.19178
86.514,0,0,0,0,39.558903
86.514,1,0,0,0,49.60274
432.57,1,0,1,0,61.353424
12.9771,1,0,0,0,10.479452
28.838,1,0,1,0,23.731506
4.3257,1,1,1,0,18.528767
0,0,1,0,0,44.99178
43.257,1,0,0,0,60.8
1.73028,0,0,1,0,49.780823
93.7235,1,1,1,0,21.19452
173.028,0,0,1,0,53.052055
0,1,1,0,0,40.643837
0,0,0,0,0,31
28.838,0,0,1,0,37.876713
25.9542,0,0,0,0,19.947945
28.838,0,0,0,0,39.934246
12.9771,0,0,0,0,33.364384
38.9313,1,1,1,0,20.99452
0,0,0,0,0,24.021917
288.38,1,0,1,0,29.353424
144.19,1,0,0,0,21.052055
17.3028,1,0,0,0,34.164383
21.6285,0,1,1,0,41.28493
62.0017,1,0,0,0,18.912329
259.542,0,0,0,0,34.80548
31.00085,1,0,0,0,32.29041
0,1,0,0,0,22.008219
1251.5692,0,0,0,0,30.753426
25.23325,1,0,1,0,22.819178
0,1,0,0,0,27.810959
346.056,0,0,0,0,21.457535
14.419,1,0,0,0,33.230137
43.257,1,0,0,0,29.11233
0,0,0,1,0,25.80274
86.514,0,0,1,0,28.849316
346.056,0,0,0,0,44.556164
3495.1656,1,1,0,0,38.356163
115.352,0,0,1,0,56.52329
0,1,0,1,0,51.183563
25.9542,0,0,1,0,28.80548
446.989,1,0,1,0,44.30411
0,1,0,1,0,27.40548
7.2095,1,0,0,0,44.778084
27.3961,1,1,1,0,45.98904
37.4894,1,0,0,0,31.40548
0,0,0,1,0,40.161644
7353.69,1,0,0,0,46.446575
180.2375,1,0,1,0,31.476713
173.028,1,0,1,0,33.30137
72.095,1,0,0,0,52.435616
144.19,1,0,1,0,33.049316
108.1425,1,0,0,0,20.468493
36.0475,1,1,1,0,38.30411
475.827,1,0,0,0,45.81918
14.419,1,0,1,0,19.076712
64.8855,1,0,0,0,41.983562
8.6514,1,0,0,0,17.60822
99.4911,0,0,1,0,22.419178
504.665,1,0,0,0,26.542465
36.0475,1,0,1,0,37.473972
129.771,1,0,1,0,36.958904
23.0704,1,0,1,0,24.51233
173.028,1,0,1,0,31.764383
219.88975,1,0,1,0,28.720549
86.514,0,0,0,0,51.761642
167.2604,0,0,1,0,28.361645
0,0,1,0,0,33.30685
0,1,0,0,0,34.947945
43.257,1,0,1,0,27.51233
0,1,0,0,0,33.361645
57.676,1,0,1,0,33.356163
173.028,1,0,1,0,13.378082
86.514,1,0,0,0,42.61096
86.514,0,0,0,0,70.64384
14.419,1,0,0,0,28.178082
252.3325,1,0,0,0,43.967125
10.0933,0,0,1,0,9.282192
173.028,1,0,1,0,61.780823
57.676,0,0,1,0,33.51233
259.542,0,0,0,0,57.29315
17.3028,1,1,1,0,11.087671
8.6514,0,0,0,0,48.92877
136.9805,0,0,1,0,24.40274
5.7676,0,0,1,0,22.509588
216.285,1,0,1,0,27.438356
25.9542,1,0,1,0,28.29863
86.514,0,0,0,0,35.621918
57.676,0,0,1,0,54.28493
43.257,0,1,1,0,33.430138
43.257,1,0,1,0,40.169865
0,1,0,0,0,48.260273
663.274,1,0,0,0,26.849316
10.0933,0,0,0,0,33.936985
0,1,0,0,0,38.838356
60.46607738,1,0,1,0,35.78356
173.028,1,0,0,0,31.742466
4.3257,1,1,1,0,38.70685
0,0,0,0,0,47.4
216.285,1,0,1,0,28.142466
10.0933,1,0,1,0,37.87123
259.542,0,0,1,0,38.279453
33.1637,1,0,0,0,51.161644
0,0,0,0,0,44.482193
194.6565,1,0,1,0,28.01096
35.542835,1,1,0,0,44.750687
86.514,0,0,0,0,16.139727
0,1,0,0,0,43.460274
0,1,0,1,0,33.931507
879.559,1,0,0,0,39.10959
0,0,0,0,0,29.794521
129.771,0,0,1,0,29.180822
8.6514,1,1,1,0,24.950686
0,0,0,0,0,33.556164
2.8838,1,0,0,0,50.69863
4.3257,1,0,1,0,25.778082
17.3028,1,0,0,0,18.720549
50.4665,0,1,0,0,84.350685
33.1637,1,0,1,0,22.60274
0,1,0,1,0,31.09863
64.8855,1,0,1,0,31.654795
10.0933,0,0,1,0,23.339725
95.1654,1,0,1,0,20.035616
222.0526,0,0,0,0,26.282192
0,1,0,1,0,19.534246
259.542,1,1,1,0,45.39178
21.6285,1,0,1,0,14.4356165
8.6514,1,0,1,0,24.043835
0,0,0,0,0,29.175343
173.028,0,0,1,0,73.28219
497.4555,1,0,0,0,18.178082
43.257,1,1,0,0,29.123287
201.866,1,0,0,0,21.238356
34.6056,1,0,0,0,31.980822
7.2095,1,0,1,0,48.657536
216.285,1,1,0,0,78.67945
86.514,0,0,1,0,31.065754
41.8151,0,0,0,0,18.336987
288.38,1,0,0,0,27.542465
0,1,0,0,0,21.90411
28.838,0,0,0,0,39.936985
0,0,0,0,0,22.810959
8.6514,0,0,0,0,20.668493
53.3503,0,0,0,0,48.18082
50.4665,1,1,0,0,28.849316
0,0,1,1,0,33.350685
93.7235,1,0,0,0,23.317808
43.257,1,1,1,0,25.756165
129.771,0,0,0,0,37.61644
0,1,0,1,0,59.471233
173.028,0,0,1,0,27.221918
0,0,0,0,0,76.11507
136.9805,1,0,1,0,20.975342
0,1,0,0,0,62.10685
0,1,0,0,0,26.89863
115.352,0,0,1,0,44.40548
63.4436,1,0,1,0,46.580822
346.056,1,0,0,0,59.147945
80.7464,0,0,1,0,24.232876
86.514,1,0,1,0,25.750685
79.3045,1,0,0,0,41.66849
0,0,0,1,0,44.252056
17.3028,1,0,1,0,47.336987
144.19,0,1,1,0,26.386301
467.1756,0,0,0,0,33.02466
0,0,0,0,0,29.936987
100.933,1,1,1,0,35.61918
17.3028,1,0,1,0,28.183561
0,1,0,1,0,29.361645
43.257,1,1,1,0,35.136986
0,0,0,0,0,52.31781
50.4665,0,0,1,0,30.290411
2.8838,0,0,0,0,37.16712
555.1315,0,0,0,0,40.260273
69.2112,1,0,0,0,46.38904
346.056,1,0,0,0,54.249313
187.447,1,0,0,0,44.517807
72.095,1,0,0,0,27.846575
86.514,0,0,0,0,56.545204
109.5844,1,0,0,0,32.69315
93.7235,1,1,1,0,26.80548
28.838,1,1,0,0,42.942467
54.7922,1,0,0,0,55.30411
865.14,0,0,1,0,35.517807
0,1,0,0,0,62.02466
0,0,0,1,0,20.134247
43.257,0,0,0,0,16.975342
50.4665,1,0,1,0,50.254795
93.7235,1,0,1,0,35.575344
43.257,0,1,0,0,56.361645
0,0,0,1,0,22.539726
201.866,1,0,1,0,35.91233
28.838,0,0,1,0,41.054794
0,1,0,0,0,25.89315
43.257,1,0,1,0,52.556164
521.9678,0,0,0,0,47.00274
57.676,1,0,1,0,48.145206
40.3732,0,0,1,0,28.756165
119.53351,1,0,1,0,42.243835
36.0475,1,0,1,0,44.112328
8.6514,0,1,1,0,58.684933
8.6514,0,0,1,0,41.863014
0,0,0,1,0,22.50137
174.4699,1,1,1,0,26.068493
41.8151,1,0,0,0,48.186302
0,1,0,0,0,39.47671
129.771,1,0,1,0,24.654795
151.3995,1,0,1,0,38.323288
50.4665,1,0,1,0,29.271233
15.8609,0,0,1,0,15.126027
0,0,0,1,0,26.454794
33.45208,1,0,1,0,20.926027
100.933,1,0,1,0,40.30685
86.514,1,0,0,0,26.178082
0,0,1,1,0,31.087671
43.257,0,0,1,0,40.01096
86.514,1,1,0,0,38.227398
15.8609,1,0,1,0,23.375343
0,1,0,0,0,52.252056
49.74555,1,0,0,0,21.827396
86.514,1,0,0,0,46.164383
100.50043,1,0,1,0,32.183563
46.1408,0,0,0,0,15.939726
187.447,1,0,1,0,46.671234
43.257,0,0,0,0,47.90411
43.257,1,0,1,0,37.90411
122.5615,0,0,0,0,28.463015
86.514,0,1,1,0,37.38082
129.771,0,0,0,0,60.728767
96.6073,1,0,1,0,65.34247
69.2112,0,1,1,0,43.68767
0,0,0,1,0,68.09315
692.112,0,0,1,0,26.99452
194.6565,0,0,1,0,27.30411
86.514,0,0,1,0,35.964382
50.4665,0,0,1,0,29.019178
20.1866,0,0,1,0,29.39178
0,1,0,0,0,27.312328
43.257,0,0,0,0,28.90411
230.704,1,1,1,0,28.958904
100.933,1,0,1,0,28.912329
51.9084,1,0,1,0,20.578083
302.799,1,0,0,0,27.624657
165.8185,0,0,0,0,38.68767
0,0,0,1,0,38.334248
865.14,1,0,1,0,56.112328
4.3257,0,0,0,0,19.216438
0,0,0,1,0,60.208218
28.838,0,0,1,0,56.60822
5.7676,0,0,1,0,19.810959
72.095,1,0,1,0,36.643837
43.257,1,0,1,0,31.882193
28.838,1,0,0,0,23.484932
90.8397,1,0,0,0,35.942467
15.13995,1,0,1,0,26.98904
100.933,0,0,0,0,29.060274
7.2095,1,1,0,0,24.19452
43.257,0,0,1,0,38.31781
28.838,0,0,1,0,17.99452
1570.51748,1,0,1,0,33.027397
5.7676,0,0,0,0,31.517809
